,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
1564,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1
1565,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1
1566,6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,2
1567,6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,2
1568,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1
1569,7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,1
1570,6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,2
1571,6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,2
1572,6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,2
1573,7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,1
1574,6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,2
1575,5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,2
1576,7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,2
1577,8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,2
1578,6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,2
1579,6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,2
1580,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,1
1581,7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,2
1582,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,1
1583,6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,1
1584,6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,1
1585,6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,2
1586,7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,2
1587,7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,2
1588,5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,2
1589,7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,2
1590,6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,1
1591,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,2
1592,5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,2
1593,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,2
1594,6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,2
1595,6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,1
1596,5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,2
1597,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,2
1598,5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,1
1599,6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,2
1600,8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,2
1601,8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,2
1602,7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,2
1603,8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,2
1604,8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,1
1605,7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4,1
1606,8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,1
1607,7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,1
1608,6.2,0.63,0.31,1.7,0.088,15,64,0.9969,3.46,0.79,9.3,1
1609,8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,2
1610,8.1,0.785,0.52,2,0.122,37,153,0.9969,3.21,0.69,9.3,1
1611,7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,1
1612,8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,1
1613,8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,1
1614,10.1,0.31,0.44,2.3,0.08,22,46,0.9988,3.32,0.67,9.7,2
1615,7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,1
1616,9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,2
1617,8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,2
1618,7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,2
1619,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,2
1620,7,0.69,0.08,1.8,0.097,22,89,0.9959,3.34,0.54,9.2,2
1621,7.3,1.07,0.09,1.7,0.178,10,89,0.9962,3.3,0.57,9,1
1622,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,2
1623,7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,1
1624,8,0.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5,1
1625,7.8,0.5,0.17,1.6,0.082,21,102,0.996,3.39,0.48,9.5,1
1626,9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,1
1627,8.2,1.33,0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9,1
1628,8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,1
1629,8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,2
1630,6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,1
1631,8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,1
1632,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,1
1633,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,1
1634,6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,2
1635,7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,2
1636,8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,1
1637,8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,1
1638,7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,1
1639,7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,1
1640,7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,1
1641,8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,1
1642,8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,1
1643,5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,2
1644,6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,1
1645,5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,2
1646,8.1,0.67,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4,1
1647,5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,1
1648,7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,1
1649,6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,2
1650,8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,2
1651,7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,2
1652,9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,1
1653,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,1
1654,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,1
1655,7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,1
1656,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,1
1657,7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,1
1658,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,1
1659,7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,1
1660,6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,2
1661,7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,1
1662,7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2,1
1663,7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10,2
1664,7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,1
1665,7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,1
1666,7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,1
1667,6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,1
1668,7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,1
1669,6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,2
1670,7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,1
1671,7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,1
1672,8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,2
1673,8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,2
1674,7.4,0.62,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,2
1675,7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,1
1676,6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,1
1677,7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,1
1678,7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,2
1679,7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,1
1680,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,1
1681,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,1
1682,8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,1
1683,7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3,1
1684,6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,1
1685,6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,2
1686,8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,1
1687,7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,1
1688,7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,1
1689,7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,1
1690,7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,1
1691,8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,1
1692,6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,2
1693,6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,1
1694,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,1
1695,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,1
1696,7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,1
1697,7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,1
1698,11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,2
1699,5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,2
1700,6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,1
1701,9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,2
1702,8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,1
1703,6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,1
1704,7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,1
1705,7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,2
1706,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,2
1707,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,2
1708,7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,1
1709,7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,1
1710,11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,2
1711,9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,2
1712,8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,2
1713,11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,2
1714,8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,1
1715,7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,2
1716,7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,1
1717,8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,1
1718,8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,1
1719,7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,1
1720,7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,1
1721,7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,2
1722,7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,1
1723,6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,1
1724,8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,2
1725,8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,1
1726,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,2
1727,8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,2
1728,9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,1
1729,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,2
1730,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,1
1731,5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,2
1732,8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,2
1733,8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,2
1734,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,1
1735,8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,2
1736,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,2
1737,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,2
1738,7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,2
1739,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,2
1740,8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,2
1741,8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,1
1742,12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,2
1743,7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,2
1744,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,2
1745,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,2
1746,7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,2
1747,7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,1
1748,8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,1
1749,7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,2
1750,7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,2
1751,9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,2
1752,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,2
1753,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,2
1754,8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,1
1755,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,2
1756,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,2
1757,9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,2
1758,8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,2
1759,9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,1
1760,8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,2
1761,8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,2
1762,7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,1
1763,7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,2
1764,8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,2
1765,10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,2
1766,8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,2
1767,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,2
1768,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,2
1769,7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,1
1770,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,2
1771,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,2
1772,7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,1
1773,8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,2
1774,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,2
1775,8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,2
1776,7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,2
1777,6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,1
1778,7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,2
1779,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,2
1780,7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,2
1781,7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,2
1782,8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,1
1783,7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,2
1784,8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,2
1785,10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,2
1786,7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,2
1787,7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,1
1788,8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,2
1789,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,2
1790,7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,1
1791,6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,2
1792,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,2
1793,9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,2
1794,6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,2
1795,6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,2
1796,7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,2
1797,7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,1
1798,9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,2
1799,9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,2
1800,7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,1
1801,8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,1
1802,10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,2
1803,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,2
1804,7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,2
1805,7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,1
1806,9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,1
1807,8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,1
1808,7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,1
1809,7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,1
1810,7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,2
1811,9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,2
1812,10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,1
1813,8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,1
1814,8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,1
1815,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,1
1816,9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,1
1817,7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,2
1818,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,1
1819,7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,1
1820,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,1
1821,7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,1
1822,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,1
1823,8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,1
1824,7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,1
1825,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,1
1826,7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,1
1827,9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,1
1828,8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,2
1829,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,1
1830,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,1
1831,6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,2
1832,9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,1
1833,8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,1
1834,7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,1
1835,7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,1
1836,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,1
1837,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,1
1838,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,1
1839,8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,2
1840,9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,1
1841,9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,1
1842,8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,2
1843,9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,1
1844,6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,1
1845,11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,1
1846,11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,1
1847,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,2
1848,8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,2
1849,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,1
1850,7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,2
1851,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,2
1852,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,1
1853,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,1
1854,7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,1
1855,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,1
1856,7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,2
1857,7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,2
1858,6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,2
1859,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,1
1860,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,1
1861,8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,1
1862,9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,1
1863,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,1
1864,8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,2
1865,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,1
1866,9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,2
1867,9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,2
1868,8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,1
1869,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,1
1870,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,2
1871,7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,1
1872,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,2
